date,app_type,classification,score_borda,relative_score
2018-10-08,Paid,Translating,1143,0.004772582079643246
2018-10-08,Paid,Unknown,130879,0.5464836132997624
2018-10-08,Paid,Well-being,552,0.002304869035838208
2018-10-09,Free,Cognitive Development,5560,0.023051409618573798
2018-10-09,Free,Education Management,9579,0.03971393034825871
2018-10-09,Free,Licensing Exam,12732,0.05278606965174129
2018-10-09,Free,Non-Education,50540,0.2095356550580431
2018-10-09,Free,Parents,5621,0.023304311774461028
2018-10-09,Free,Preschool,13443,0.055733830845771146
2018-10-09,Free,Professional & Career,1610,0.006674958540630182
2018-10-09,Free,Subject Learning,70971,0.2942412935323383
2018-10-09,Free,Teaching and Learning,22598,0.09368988391376451
2018-10-09,Free,Unknown,48546,0.20126865671641792
2018-10-09,Paid,Cognitive Development,46,0.00019252097850879947
2018-10-09,Paid,Education Management,2110,0.008830853579425367
2018-10-09,Paid,Entertainment,12472,0.05219829660786406
2018-10-09,Paid,Hobby,8583,0.035921903446544036
2018-10-09,Paid,Licensing Exams,28923,0.12104965785673928
2018-10-09,Paid,Parents,427,0.0017870969092012472
2018-10-09,Paid,Preschool,9752,0.04081444744386549
2018-10-09,Paid,Professional,942,0.003942494820767154
2018-10-09,Paid,Subject Learning,41538,0.17384644359344592
2018-10-09,Paid,Teaching and Learning,995,0.004164312469918597
2018-10-09,Paid,Translating,1289,0.00539477263690962
2018-10-09,Paid,Unknown,131510,0.5504007366020047
2018-10-09,Paid,Well-being,348,0.0014564630548057002
2018-10-10,Free,Cognitive Development,5932,0.02459369817578773
2018-10-10,Free,Education Management,9998,0.04145107794361526
2018-10-10,Free,Licensing Exam,12433,0.051546434494195686
2018-10-10,Free,Non-Education,49382,0.2047346600331675
2018-10-10,Free,Parents,6025,0.02497927031509121
2018-10-10,Free,Preschool,12850,0.05327529021558872
2018-10-10,Free,Professional & Career,1649,0.006836650082918739
2018-10-10,Free,Subject Learning,71707,0.2972927031509121
2018-10-10,Free,Teaching and Learning,23440,0.09718076285240464
2018-10-10,Free,Unknown,47784,0.19810945273631841
2018-10-10,Paid,Cognitive Development,36,0.00015062131291577758
2018-10-10,Paid,Education Management,2729,0.011417932304087695
2018-10-10,Paid,Entertainment,12158,0.050868164511945105
2018-10-10,Paid,Hobby,8250,0.0345173842098657
2018-10-10,Paid,Licensing Exams,31380,0.1312915777582528
2018-10-10,Paid,Parents,359,0.0015020292037990041
2018-10-10,Paid,Preschool,9032,0.037789213840425086
2018-10-10,Paid,Professional,1036,0.0043345466716873775
2018-10-10,Paid,Subject Learning,42293,0.17695075519852727
2018-10-10,Paid,Teaching and Learning,1040,0.004351282373122463
2018-10-10,Paid,Translating,1083,0.004531191163549642
2018-10-10,Paid,Unknown,129281,0.5409020543073512
2018-10-10,Paid,Well-being,333,0.0013932471444709426
2018-10-11,Free,Cognitive Development,4698,0.019477611940298508
2018-10-11,Free,Education Management,9595,0.039780265339966835
2018-10-11,Free,Licensing Exam,13395,0.055534825870646766
2018-10-11,Free,Non-Education,47068,0.19514096185737978
2018-10-11,Free,Parents,6386,0.026475953565505805
2018-10-11,Free,Preschool,13133,0.0544485903814262
2018-10-11,Free,Professional & Career,839,0.003478441127694859
2018-10-11,Free,Subject Learning,72933,0.3023756218905473
2018-10-11,Free,Teaching and Learning,22474,0.09317578772802654
2018-10-11,Free,Unknown,50679,0.21011194029850747
2018-10-11,Paid,Cognitive Development,23,9.631531120314575e-05
2018-10-11,Paid,Education Management,2778,0.011633214544449516
2018-10-11,Paid,Entertainment,12523,0.052441593138999744
2018-10-11,Paid,Hobby,7478,0.03131503900770104
2018-10-11,Paid,Licensing Exams,33665,0.1409763022458218
2018-10-11,Paid,Parents,359,0.0015033563792143183
2018-10-11,Paid,Preschool,7327,0.030682708051541253
2018-10-11,Paid,Professional,915,0.003831674336994711
2018-10-11,Paid,Subject Learning,43334,0.18146642155117904
2018-10-11,Paid,Teaching and Learning,971,0.0040661811816632394
2018-10-11,Paid,Translating,1355,0.005674228116533151
2018-10-11,Paid,Unknown,127823,0.5352744358225956
2018-10-11,Paid,Well-being,248,0.0010385303121034845
2018-10-12,Free,Cognitive Development,4688,0.019436152570480928
2018-10-12,Free,Education Management,10279,0.04261608623548922
2018-10-12,Free,Licensing Exam,13858,0.05745439469320066
2018-10-12,Free,Non-Education,44705,0.1853441127694859
2018-10-12,Free,Parents,7330,0.03038971807628524
2018-10-12,Free,Preschool,11365,0.047118573797678275
2018-10-12,Free,Professional & Career,906,0.003756218905472637
2018-10-12,Free,Subject Learning,73005,0.30267412935323385
2018-10-12,Free,Teaching and Learning,23374,0.09690713101160862
2018-10-12,Free,Unknown,51690,0.21430348258706466
2018-10-12,Paid,Cognitive Development,41,0.00017183642848461227
2018-10-12,Paid,Education Management,3020,0.012657219854232415
2018-10-12,Paid,Entertainment,11666,0.048893750602475285
2018-10-12,Paid,Hobby,6428,0.02694059908046555
2018-10-12,Paid,Licensing Exams,36911,0.15469888809257373
2018-10-12,Paid,Parents,514,0.002154242054660749
2018-10-12,Paid,Preschool,5998,0.025138412147578153
2018-10-12,Paid,Professional,857,0.0035918004685686023
2018-10-12,Paid,Subject Learning,45015,0.18866382507889806
2018-10-12,Paid,Teaching and Learning,972,0.00407378069480593
2018-10-12,Paid,Translating,1591,0.006668091651683368
2018-10-12,Paid,Unknown,125252,0.5249477156232842
2018-10-12,Paid,Well-being,334,0.0013998382222892803
2018-10-14,Free,Cognitive Development,4793,0.019871475953565507
2018-10-14,Free,Education Management,8773,0.03637230514096186
2018-10-14,Free,Licensing Exam,13590,0.05634328358208955
2018-10-14,Free,Non-Education,48909,0.20277363184079603
2018-10-14,Free,Parents,6554,0.027172470978441127
2018-10-14,Free,Preschool,13751,0.05701077943615257
2018-10-14,Free,Professional & Career,957,0.003967661691542289
2018-10-14,Free,Subject Learning,70815,0.2935945273631841
2018-10-14,Free,Teaching and Learning,22116,0.09169154228855722
2018-10-14,Free,Unknown,50942,0.2112023217247098
2018-10-14,Paid,Education Management,2888,0.012075799896301996
2018-10-14,Paid,Entertainment,12540,0.052434394286574454
2018-10-14,Paid,Hobby,6570,0.027471608489855994
2018-10-14,Paid,Licensing Exams,34008,0.1422000702470354
2018-10-14,Paid,Parents,479,0.002002876783354798
2018-10-14,Paid,Preschool,4771,0.01994932178159862
2018-10-14,Paid,Professional,532,0.0022244894545819464
2018-10-14,Paid,Subject Learning,46481,0.1943543126662095
2018-10-14,Paid,Teaching and Learning,913,0.0038175918647242804
2018-10-14,Paid,Translating,1208,0.005051096355516901
2018-10-14,Paid,Unknown,128400,0.5368880563314322
2018-10-14,Paid,Well-being,366,0.0015303818428138954
2018-10-15,Free,Cognitive Development,4928,0.02043117744610282
2018-10-15,Free,Education Management,7923,0.03284825870646766
2018-10-15,Free,Licensing Exam,13212,0.054776119402985074
2018-10-15,Free,Non-Education,52041,0.21575870646766168
2018-10-15,Free,Parents,5488,0.022752902155887232
2018-10-15,Free,Preschool,15055,0.06241708126036484
2018-10-15,Free,Professional & Career,696,0.0028855721393034827
2018-10-15,Free,Subject Learning,70295,0.29143864013266996
2018-10-15,Free,Teaching and Learning,20344,0.08434494195688226
2018-10-15,Free,Unknown,51218,0.21234660033167496
2018-10-15,Paid,Education Management,2802,0.011734896869437756
2018-10-15,Paid,Entertainment,12953,0.05424772275154434
2018-10-15,Paid,Hobby,7438,0.031150664851847976
2018-10-15,Paid,Licensing Exams,32166,0.13471259553973405
2018-10-15,Paid,Parents,446,0.001867867239032562
2018-10-15,Paid,Preschool,5781,0.024211077374096952
2018-10-15,Paid,Professional,882,0.003693854046696681
2018-10-15,Paid,Subject Learning,45394,0.1901120301539106
2018-10-15,Paid,Teaching and Learning,848,0.0035514605800439744
2018-10-15,Paid,Translating,1404,0.00588001256412941
2018-10-15,Paid,Unknown,128206,0.5369322584022616
2018-10-15,Paid,Well-being,455,0.0019055596272641608
2018-10-16,Free,Cognitive Development,6656,0.02759535655058043
2018-10-16,Free,Education Management,8732,0.03620232172470979
2018-10-16,Free,Licensing Exam,12913,0.05353648424543947
2018-10-16,Free,Non-Education,52311,0.2168781094527363
2018-10-16,Free,Parents,5514,0.022860696517412935
2018-10-16,Free,Preschool,13004,0.053913764510779436
2018-10-16,Free,Professional & Career,1414,0.0058623548922056385
2018-10-16,Free,Subject Learning,70884,0.29388059701492536
2018-10-16,Free,Teaching and Learning,21181,0.0878150912106136
2018-10-16,Free,Unknown,48591,0.20145522388059703
2018-10-16,Paid,Cognitive Development,87,0.00036293098053939054
2018-10-16,Paid,Education Management,2494,0.010404021442129196
2018-10-16,Paid,Entertainment,12357,0.05154871409799137
2018-10-16,Paid,Hobby,8523,0.03555472123146236
2018-10-16,Paid,Licensing Exams,31859,0.1329036564253384
2018-10-16,Paid,Parents,407,0.0016978495296497925
2018-10-16,Paid,Preschool,7945,0.0331435246021317
2018-10-16,Paid,Professional,1126,0.004697244644682227
2018-10-16,Paid,Subject Learning,45410,0.18943328535969797
2018-10-16,Paid,Teaching and Learning,650,0.002711553302880504
2018-10-16,Paid,Translating,1718,0.007166843960536471
2018-10-16,Paid,Unknown,126651,0.5283399036355673
2018-10-16,Paid,Well-being,488,0.002035750787393363
2018-10-17,Free,Cognitive Development,6678,0.027686567164179103
2018-10-17,Free,Education Management,8745,0.036256218905472634
2018-10-17,Free,Licensing Exam,13047,0.05409203980099502
2018-10-17,Free,Non-Education,52009,0.21562603648424544
2018-10-17,Free,Parents,5568,0.02308457711442786
2018-10-17,Free,Preschool,12841,0.053237976782752904
2018-10-17,Free,Professional & Career,1440,0.005970149253731343
2018-10-17,Free,Subject Learning,71221,0.29527777777777775
2018-10-17,Free,Teaching and Learning,21198,0.08788557213930348
2018-10-17,Free,Unknown,48453,0.20088308457711443
2018-10-17,Paid,Cognitive Development,83,0.0003460149912037153
2018-10-17,Paid,Education Management,2425,0.010109474140590477
2018-10-17,Paid,Entertainment,12262,0.0511185038812043
2018-10-17,Paid,Hobby,8623,0.035948039387345025
2018-10-17,Paid,Licensing Exams,32069,0.13369102111942102
2018-10-17,Paid,Parents,391,0.0016300224284415985
2018-10-17,Paid,Preschool,7966,0.033209101444925254
2018-10-17,Paid,Professional,1131,0.004714975362065084
2018-10-17,Paid,Subject Learning,45741,0.19068761099577278
2018-10-17,Paid,Teaching and Learning,618,0.002576352585107181
2018-10-17,Paid,Translating,1794,0.007478926436379099
2018-10-17,Paid,Unknown,126169,0.5259803063274886
2018-10-17,Paid,Well-being,602,0.0025096509000558627
2018-10-18,Free,Cognitive Development,6450,0.026741293532338308
2018-10-18,Free,Education Management,9958,0.041285240464344945
2018-10-18,Free,Licensing Exam,13478,0.05587893864013267
2018-10-18,Free,Non-Education,46562,0.19304311774461028
2018-10-18,Free,Parents,7174,0.029742951907131013
2018-10-18,Free,Preschool,11000,0.04560530679933665
2018-10-18,Free,Professional & Career,1635,0.006778606965174129
2018-10-18,Free,Subject Learning,72964,0.30250414593698177
2018-10-18,Free,Teaching and Learning,23359,0.09684494195688226
2018-10-18,Free,Unknown,48620,0.20157545605306798
2018-10-18,Paid,Cognitive Development,93,0.0003880497371275974
2018-10-18,Paid,Education Management,2512,0.010481515480263708
2018-10-18,Paid,Entertainment,10665,0.04450054243511641
2018-10-18,Paid,Hobby,7968,0.033247100058416086
2018-10-18,Paid,Licensing Exams,35402,0.14771759993323874
2018-10-18,Paid,Parents,292,0.0012183927230242843
2018-10-18,Paid,Preschool,7776,0.03244596511724944
2018-10-18,Paid,Professional,844,0.0035216556788784112
2018-10-18,Paid,Subject Learning,46843,0.1954560627555704
2018-10-18,Paid,Teaching and Learning,789,0.0032921638988567137
2018-10-18,Paid,Translating,1583,0.006605190686806309
2018-10-18,Paid,Unknown,124224,0.5183343069348243
2018-10-18,Paid,Well-being,669,0.0027914545606275557
2018-10-19,Free,Cognitive Development,6413,0.02658789386401327
2018-10-19,Free,Education Management,9980,0.04137645107794362
2018-10-19,Free,Licensing Exam,13516,0.05603648424543947
2018-10-19,Free,Non-Education,45269,0.18768242122719736
2018-10-19,Free,Parents,7458,0.030920398009950247
2018-10-19,Free,Preschool,10773,0.04466417910447761
2018-10-19,Free,Professional & Career,1684,0.006981757877280266
2018-10-19,Free,Subject Learning,73620,0.30522388059701494
2018-10-19,Free,Teaching and Learning,23904,0.0991044776119403
2018-10-19,Free,Unknown,48583,0.20142205638474295
2018-10-19,Paid,Cognitive Development,56,0.00023414699413796275
2018-10-19,Paid,Education Management,2741,0.011460659123788498
2018-10-19,Paid,Entertainment,9639,0.040302551365996836
2018-10-19,Paid,Hobby,7606,0.03180217923952401
2018-10-19,Paid,Licensing Exams,35365,0.14786800799444738
2018-10-19,Paid,Parents,382,0.0015972169957268174
2018-10-19,Paid,Preschool,8005,0.033470476572757
2018-10-19,Paid,Professional,1049,0.004386074943762909
2018-10-19,Paid,Subject Learning,47693,0.19941379627539033
2018-10-19,Paid,Teaching and Learning,825,0.0034494869672110585
2018-10-19,Paid,Translating,1382,0.00577841331961901
2018-10-19,Paid,Unknown,123915,0.518112942475101
2018-10-19,Paid,Well-being,508,0.0021240477325372336
2018-10-20,Free,Cognitive Development,6548,0.02714759535655058
2018-10-20,Free,Education Management,9962,0.04130182421227197
2018-10-20,Free,Licensing Exam,13105,0.05433250414593698
2018-10-20,Free,Non-Education,45720,0.18955223880597014
2018-10-20,Free,Parents,7569,0.03138059701492538
2018-10-20,Free,Preschool,10656,0.04417910447761194
2018-10-20,Free,Professional & Career,1703,0.007060530679933665
2018-10-20,Free,Subject Learning,73880,0.306301824212272
2018-10-20,Free,Teaching and Learning,23870,0.09896351575456053
2018-10-20,Free,Unknown,48187,0.19978026533996684
2018-10-20,Paid,Cognitive Development,160,0.000670255325388015
2018-10-20,Paid,Education Management,2562,0.01073246339777559
2018-10-20,Paid,Entertainment,10014,0.041949605177722386
2018-10-20,Paid,Hobby,6776,0.028385313030182435
2018-10-20,Paid,Licensing Exams,34407,0.14413421862890896
2018-10-20,Paid,Parents,436,0.0018264457616823408
2018-10-20,Paid,Preschool,8387,0.03513394633768301
2018-10-20,Paid,Professional,896,0.003753429822172884
2018-10-20,Paid,Subject Learning,48927,0.2049598894078713
2018-10-20,Paid,Teaching and Learning,1129,0.0047294891397691805
2018-10-20,Paid,Translating,1273,0.005332718932618394
2018-10-20,Paid,Unknown,123328,0.5166328048090819
2018-10-20,Paid,Well-being,420,0.0017594202291435395
2018-10-21,Free,Cognitive Development,6606,0.027388059701492537
2018-10-21,Free,Education Management,9382,0.0388971807628524
2018-10-21,Free,Licensing Exam,12907,0.05351160862354892
2018-10-21,Free,Non-Education,48034,0.19914593698175787
2018-10-21,Free,Parents,6928,0.028723051409618575
2018-10-21,Free,Preschool,13223,0.054821724709784414
2018-10-21,Free,Professional & Career,1660,0.006882255389718077
2018-10-21,Free,Subject Learning,71477,0.2963391376451078
2018-10-21,Free,Teaching and Learning,22454,0.09309286898839138
2018-10-21,Free,Unknown,48529,0.20119817578772803
2018-10-21,Paid,Cognitive Development,143,0.0005988650878405259
2018-10-21,Paid,Education Management,2117,0.008865716020688067
2018-10-21,Paid,Entertainment,10255,0.04294658374688527
2018-10-21,Paid,Hobby,7446,0.031182863245178716
2018-10-21,Paid,Licensing Exams,32932,0.1379148606487007
2018-10-21,Paid,Parents,408,0.0017086500408317106
2018-10-21,Paid,Preschool,9810,0.04108298259940951
2018-10-21,Paid,Professional,772,0.0032330339007894133
2018-10-21,Paid,Subject Learning,46823,0.19608853152417446
2018-10-21,Paid,Teaching and Learning,964,0.00403710450823963
2018-10-21,Paid,Translating,1389,0.005816948300772662
2018-10-21,Paid,Unknown,125326,0.5248487132776347
2018-10-21,Paid,Well-being,400,0.0016751470988546182
2018-10-22,Free,Cognitive Development,6745,0.027964344941956883
2018-10-22,Free,Education Management,8394,0.034800995024875624
2018-10-22,Free,Licensing Exam,12684,0.05258706467661692
2018-10-22,Free,Non-Education,51099,0.21185323383084578
2018-10-22,Free,Parents,5816,0.024112769485903813
2018-10-22,Free,Preschool,15207,0.06304726368159204
2018-10-22,Free,Professional & Career,1584,0.006567164179104477
2018-10-22,Free,Subject Learning,70607,0.29273217247097844
2018-10-22,Free,Teaching and Learning,21055,0.0872927031509121
2018-10-22,Free,Unknown,48009,0.19904228855721393
2018-10-22,Paid,Cognitive Development,87,0.0003634586221158305
2018-10-22,Paid,Education Management,1712,0.007152197253589676
2018-10-22,Paid,Entertainment,10417,0.04351894789173111
2018-10-22,Paid,Hobby,7437,0.031069445662935995
2018-10-22,Paid,Licensing Exams,32026,0.13379454979174238
2018-10-22,Paid,Parents,382,0.0015958757890603133
2018-10-22,Paid,Preschool,10399,0.04344374955612094
2018-10-22,Paid,Professional,743,0.003104020186575426
2018-10-22,Paid,Subject Learning,44767,0.18702243834780902
2018-10-22,Paid,Teaching and Learning,922,0.0038518258573654682
2018-10-22,Paid,Translating,1548,0.006467056862474777
2018-10-22,Paid,Unknown,128595,0.5372294426550026
2018-10-22,Paid,Well-being,332,0.0013869915234765026
2018-10-23,Free,Cognitive Development,6626,0.027470978441127693
2018-10-23,Free,Education Management,8324,0.03451077943615257
2018-10-23,Free,Licensing Exam,12660,0.052487562189054725
2018-10-23,Free,Non-Education,51215,0.21233416252072967
2018-10-23,Free,Parents,5422,0.02247927031509121
2018-10-23,Free,Preschool,15148,0.06280265339966833
2018-10-23,Free,Professional & Career,1527,0.0063308457711442785
2018-10-23,Free,Subject Learning,71240,0.2953565505804312
2018-10-23,Free,Teaching and Learning,21241,0.08806384742951907
2018-10-23,Free,Unknown,47797,0.19816334991708126
2018-10-23,Paid,Cognitive Development,63,0.0002630128751064576
2018-10-23,Paid,Education Management,1531,0.006391630345841057
2018-10-23,Paid,Entertainment,11197,0.04674532004074612
2018-10-23,Paid,Hobby,7314,0.030534542357597314
2018-10-23,Paid,Licensing Exams,31891,0.13313878730190537
2018-10-23,Paid,Parents,327,0.001365162066028756
2018-10-23,Paid,Preschool,10236,0.0427333299934873
2018-10-23,Paid,Professional,917,0.0038282985154384384
2018-10-23,Paid,Subject Learning,44511,0.18582485847402436
2018-10-23,Paid,Teaching and Learning,952,0.00397441677938647
2018-10-23,Paid,Translating,1436,0.0059950236294106845
2018-10-23,Paid,Unknown,128745,0.5374855969139822
2018-10-23,Paid,Well-being,412,0.0017200207070454051
2018-10-24,Free,Cognitive Development,6778,0.028101160862354892
2018-10-24,Free,Education Management,8890,0.036857379767827526
2018-10-24,Free,Licensing Exam,12979,0.05381011608623549
2018-10-24,Free,Non-Education,48978,0.20305970149253733
2018-10-24,Free,Parents,5839,0.024208126036484246
2018-10-24,Free,Preschool,13897,0.05761608623548922
2018-10-24,Free,Professional & Career,1748,0.007247097844112769
2018-10-24,Free,Subject Learning,72632,0.3011276948590381
2018-10-24,Free,Teaching and Learning,21790,0.09033996683250414
2018-10-24,Free,Unknown,47669,0.19763266998341625
2018-10-24,Paid,Cognitive Development,40,0.00016710950685984525
2018-10-24,Paid,Education Management,1895,0.00791681288748517
2018-10-24,Paid,Entertainment,11373,0.0475134105379255
2018-10-24,Paid,Hobby,7226,0.030188332414231047
2018-10-24,Paid,Licensing Exams,32748,0.13681255326615532
2018-10-24,Paid,Parents,266,0.001111278220617971
2018-10-24,Paid,Preschool,9242,0.03861065155996725
2018-10-24,Paid,Professional,899,0.003755786166675022
2018-10-24,Paid,Subject Learning,45021,0.18808592770842733
2018-10-24,Paid,Teaching and Learning,871,0.0036388095118731305
2018-10-24,Paid,Translating,1346,0.005623234905833793
2018-10-24,Paid,Unknown,127900,0.5343326481843552
2018-10-24,Paid,Well-being,537,0.0022434451295934225
2018-10-25,Free,Cognitive Development,6667,0.027640961857379766
2018-10-25,Free,Education Management,9261,0.038395522388059704
2018-10-25,Free,Licensing Exam,13231,0.054854892205638474
2018-10-25,Free,Non-Education,46430,0.19249585406301825
2018-10-25,Free,Parents,6368,0.026401326699834162
2018-10-25,Free,Preschool,12813,0.053121890547263684
2018-10-25,Free,Professional & Career,1858,0.007703150912106136
2018-10-25,Free,Subject Learning,73707,0.3055845771144279
2018-10-25,Free,Teaching and Learning,23035,0.0955016583747927
2018-10-25,Free,Unknown,47830,0.19830016583747928
2018-10-25,Paid,Cognitive Development,22,9.192174952158907e-05
2018-10-25,Paid,Education Management,2182,0.00911696624800488
2018-10-25,Paid,Entertainment,10480,0.04378817886301152
2018-10-25,Paid,Hobby,7490,0.03129517745075919
2018-10-25,Paid,Licensing Exams,33900,0.141643059490085
2018-10-25,Paid,Parents,305,0.0012743697092765759
2018-10-25,Paid,Preschool,8504,0.03553193445143607
2018-10-25,Paid,Professional,1081,0.004516700510583536
2018-10-25,Paid,Subject Learning,46207,0.19306492182473028
2018-10-25,Paid,Teaching and Learning,744,0.003108626438366467
2018-10-25,Paid,Translating,1425,0.005954022412193838
2018-10-25,Paid,Unknown,126446,0.5283244336366751
2018-10-25,Paid,Well-being,548,0.002289687215355946
2018-10-26,Free,Cognitive Development,6560,0.027197346600331674
2018-10-26,Free,Education Management,9271,0.03843698175787728
2018-10-26,Free,Licensing Exam,13245,0.05491293532338309
2018-10-26,Free,Non-Education,45046,0.18675787728026533
2018-10-26,Free,Parents,6687,0.027723880597014926
2018-10-26,Free,Preschool,12128,0.050281923714759535
2018-10-26,Free,Professional & Career,1903,0.00788971807628524
2018-10-26,Free,Subject Learning,74619,0.309365671641791
2018-10-26,Free,Teaching and Learning,23422,0.097106135986733
2018-10-26,Free,Unknown,48319,0.20032752902155887
2018-10-26,Paid,Education Management,2199,0.009215643544439602
2018-10-26,Paid,Entertainment,10801,0.04526519596338888
2018-10-26,Paid,Hobby,7699,0.03226522949005934
2018-10-26,Paid,Licensing Exams,33913,0.14212374694069133
2018-10-26,Paid,Parents,347,0.001454219331478191
2018-10-26,Paid,Preschool,7815,0.0327513662118215
2018-10-26,Paid,Professional,1165,0.004882321386663091
2018-10-26,Paid,Subject Learning,45094,0.1889814597512321
2018-10-26,Paid,Teaching and Learning,767,0.0032143695309618803
2018-10-26,Paid,Translating,1360,0.0056995339792805175
2018-10-26,Paid,Unknown,126894,0.5317916652697221
2018-10-26,Paid,Well-being,562,0.002355248600261508
2018-10-27,Free,Cognitive Development,6639,0.027524875621890547
2018-10-27,Free,Education Management,8819,0.03656301824212272
2018-10-27,Free,Licensing Exam,13123,0.05440713101160862
2018-10-27,Free,Non-Education,45283,0.18774046434494196
2018-10-27,Free,Parents,6656,0.02759535655058043
2018-10-27,Free,Preschool,12370,0.05128524046434494
2018-10-27,Free,Professional & Career,1815,0.007524875621890547
2018-10-27,Free,Subject Learning,74526,0.30898009950248756
2018-10-27,Free,Teaching and Learning,23189,0.09614013266998342
2018-10-27,Free,Unknown,48780,0.20223880597014926
2018-10-27,Paid,Cognitive Development,91,0.00038127959106716385
2018-10-27,Paid,Education Management,2007,0.008409100431558219
2018-10-27,Paid,Entertainment,11431,0.04789458247789835
2018-10-27,Paid,Hobby,7808,0.03271462689068588
2018-10-27,Paid,Licensing Exams,33506,0.1403863074538065
2018-10-27,Paid,Parents,374,0.0015670172204298822
2018-10-27,Paid,Preschool,7835,0.0328277538023212
2018-10-27,Paid,Professional,1029,0.004311392298990238
2018-10-27,Paid,Subject Learning,44471,0.18632840323459168
2018-10-27,Paid,Teaching and Learning,891,0.003733188083965308
2018-10-27,Paid,Translating,1398,0.005857460091339506
2018-10-27,Paid,Unknown,127342,0.5335484141282943
2018-10-27,Paid,Well-being,487,0.002040474295051745
2018-10-28,Free,Cognitive Development,6690,0.0277363184079602
2018-10-28,Free,Education Management,8369,0.03469734660033168
2018-10-28,Free,Licensing Exam,13124,0.05441127694859038
2018-10-28,Free,Non-Education,46323,0.19205223880597014
2018-10-28,Free,Parents,6522,0.027039800995024874
2018-10-28,Free,Preschool,13620,0.05646766169154229
2018-10-28,Free,Professional & Career,1806,0.007487562189054726
2018-10-28,Free,Subject Learning,73492,0.30469320066334993
2018-10-28,Free,Teaching and Learning,21973,0.09109867330016584
2018-10-28,Free,Unknown,49281,0.20431592039800994
2018-10-28,Paid,Cognitive Development,93,0.0003894048386691566
2018-10-28,Paid,Education Management,2005,0.008395233349802786
2018-10-28,Paid,Entertainment,11520,0.04823595420934069
2018-10-28,Paid,Hobby,7976,0.033396698851883795
2018-10-28,Paid,Licensing Exams,32052,0.13420649343036353
2018-10-28,Paid,Parents,402,0.0016832338187634513
2018-10-28,Paid,Preschool,8841,0.037018582566387244
2018-10-28,Paid,Professional,1038,0.004346260457404136
2018-10-28,Paid,Subject Learning,43749,0.18318357297781648
2018-10-28,Paid,Teaching and Learning,822,0.003441836315978997
2018-10-28,Paid,Translating,789,0.00330366040548349
2018-10-28,Paid,Unknown,129083,0.5404897289239865
2018-10-28,Paid,Well-being,456,0.0019093398541197358
2018-10-29,Free,Cognitive Development,6639,0.027524875621890547
2018-10-29,Free,Education Management,7882,0.03267827529021559
2018-10-29,Free,Licensing Exam,12710,0.05269485903814262
2018-10-29,Free,Non-Education,47424,0.19661691542288556
2018-10-29,Free,Parents,6239,0.025866500829187396
2018-10-29,Free,Preschool,15547,0.06445688225538972
2018-10-29,Free,Professional & Career,1696,0.00703150912106136
2018-10-29,Free,Subject Learning,73293,0.3038681592039801
2018-10-29,Free,Teaching and Learning,19759,0.0819195688225539
2018-10-29,Free,Unknown,50011,0.2073424543946932
2018-10-29,Paid,Cognitive Development,95,0.00039872575642473107
2018-10-29,Paid,Education Management,1653,0.006937828161790321
2018-10-29,Paid,Entertainment,9890,0.04150944980042726
2018-10-29,Paid,Hobby,8365,0.03510885213150395
2018-10-29,Paid,Licensing Exams,30662,0.1286918857210011
2018-10-29,Paid,Parents,403,0.0016914366298859645
2018-10-29,Paid,Preschool,9716,0.04077915209918618
2018-10-29,Paid,Professional,1078,0.004524488057114317
2018-10-29,Paid,Subject Learning,42934,0.1801988592246253
2018-10-29,Paid,Teaching and Learning,992,0.004163536319719297
2018-10-29,Paid,Translating,306,0.0012843166470101863
2018-10-29,Paid,Unknown,131666,0.5526171099517752
2018-10-29,Paid,Well-being,499,0.002094359499536219
2018-10-31,Free,Cognitive Development,6683,0.027707296849087893
2018-10-31,Free,Education Management,7435,0.030825041459369817
2018-10-31,Free,Licensing Exam,12433,0.051546434494195686
2018-10-31,Free,Non-Education,48855,0.2025497512437811
2018-10-31,Free,Parents,5302,0.021981757877280267
2018-10-31,Free,Preschool,15760,0.06533996683250415
2018-10-31,Free,Professional & Career,1404,0.0058208955223880594
2018-10-31,Free,Subject Learning,74158,0.3074543946932007
2018-10-31,Free,Teaching and Learning,20202,0.08375621890547263
2018-10-31,Free,Unknown,48968,0.20301824212271974
2018-10-31,Paid,Cognitive Development,109,0.0004571744938575042
2018-10-31,Paid,Education Management,2136,0.008958942375042467
2018-10-31,Paid,Entertainment,10617,0.04453047340628552
2018-10-31,Paid,Hobby,9408,0.039459611359737606
2018-10-31,Paid,Licensing Exams,30929,0.1297243111974197
2018-10-31,Paid,Parents,346,0.0014512144483917104
2018-10-31,Paid,Preschool,9912,0.04157351911115212
2018-10-31,Paid,Professional,443,0.0018580578053107738
2018-10-31,Paid,Subject Learning,43522,0.1825426451529018
2018-10-31,Paid,Teaching and Learning,960,0.004026490955075266
2018-10-31,Paid,Translating,1262,0.00529315790135936
2018-10-31,Paid,Unknown,128196,0.5376875359133634
2018-10-31,Paid,Well-being,581,0.0024368658801028433
2018-11-01,Free,Cognitive Development,6701,0.027781923714759536
2018-11-01,Free,Education Management,7725,0.0320273631840796
2018-11-01,Free,Licensing Exam,12544,0.05200663349917081
2018-11-01,Free,Non-Education,47542,0.197106135986733
2018-11-01,Free,Parents,5633,0.023354063018242124
2018-11-01,Free,Preschool,15192,0.06298507462686567
2018-11-01,Free,Professional & Career,1577,0.006538142620232172
