year,country,rank_bin,app_type,unknown_ratio
2018,ch,"[180, 190)",Free,25.81267217630854
2018,ch,"[180, 190)",Paid,54.110181713296804
2018,ch,"[190, 200)",Free,25.977961432506884
2018,ch,"[190, 200)",Paid,54.57616707616708
2018,de,"[0, 10)",Free,5.4484236302418125
2018,de,"[0, 10)",Paid,43.64860728497092
2018,de,"[10, 20)",Free,14.132231404958679
2018,de,"[10, 20)",Paid,55.04132231404959
2018,de,"[20, 30)",Free,19.393939393939394
2018,de,"[20, 30)",Paid,55.26170798898071
2018,de,"[30, 40)",Free,19.61432506887052
2018,de,"[30, 40)",Paid,55.674931129476576
2018,de,"[40, 50)",Free,19.31129476584022
2018,de,"[40, 50)",Paid,60.02754820936639
2018,de,"[50, 60)",Free,17.355371900826448
2018,de,"[50, 60)",Paid,58.154269972451786
2018,de,"[60, 70)",Free,17.355371900826448
2018,de,"[60, 70)",Paid,59.3939393939394
2018,de,"[70, 80)",Free,16.74931129476584
2018,de,"[70, 80)",Paid,57.71349862258953
2018,de,"[80, 90)",Free,19.75206611570248
2018,de,"[80, 90)",Paid,58.154269972451786
2018,de,"[90, 100)",Free,20.633608815426996
2018,de,"[90, 100)",Paid,57.93388429752066
2018,de,"[100, 110)",Free,21.763085399449036
2018,de,"[100, 110)",Paid,57.27272727272727
2018,de,"[110, 120)",Free,23.829201101928373
2018,de,"[110, 120)",Paid,58.1267217630854
2018,de,"[120, 130)",Free,26.391184573002757
2018,de,"[120, 130)",Paid,58.40220385674931
2018,de,"[130, 140)",Free,28.20936639118457
2018,de,"[130, 140)",Paid,58.1267217630854
2018,de,"[140, 150)",Free,27.768595041322314
2018,de,"[140, 150)",Paid,59.917355371900825
2018,de,"[150, 160)",Free,29.0633608815427
2018,de,"[150, 160)",Paid,58.73278236914601
2018,de,"[160, 170)",Free,29.75206611570248
2018,de,"[160, 170)",Paid,57.24517906336089
2018,de,"[170, 180)",Free,31.43250688705234
2018,de,"[170, 180)",Paid,57.162534435261705
2018,de,"[180, 190)",Free,32.56198347107438
2018,de,"[180, 190)",Paid,58.73278236914601
2018,de,"[190, 200)",Free,32.72727272727273
2018,de,"[190, 200)",Paid,58.650137741046834
2018,dk,"[0, 10)",Free,17.75329048056321
2018,dk,"[0, 10)",Paid,59.32047750229569
2018,dk,"[10, 20)",Free,19.77961432506887
2018,dk,"[10, 20)",Paid,72.58953168044077
2018,dk,"[20, 30)",Free,25.344352617079892
2018,dk,"[20, 30)",Paid,57.438016528925615
2018,dk,"[30, 40)",Free,24.903581267217632
2018,dk,"[30, 40)",Paid,49.0633608815427
2018,dk,"[40, 50)",Free,24.077134986225897
2018,dk,"[40, 50)",Paid,47.548209366391184
2018,dk,"[50, 60)",Free,24.21487603305785
2018,dk,"[50, 60)",Paid,49.03581267217631
2018,dk,"[60, 70)",Free,26.804407713498623
2018,dk,"[60, 70)",Paid,48.89807162534435
2018,dk,"[70, 80)",Free,25.950413223140494
2018,dk,"[70, 80)",Paid,49.00826446280992
2018,dk,"[80, 90)",Free,28.760330578512395
2018,dk,"[80, 90)",Paid,49.848443097271975
2018,dk,"[90, 100)",Free,31.65289256198347
2018,dk,"[90, 100)",Paid,49.571230982019365
2018,dk,"[100, 110)",Free,31.54269972451791
2018,dk,"[100, 110)",Paid,50.98094170403588
2018,dk,"[110, 120)",Free,31.70798898071625
2018,dk,"[110, 120)",Paid,52.85018619306789
2018,dk,"[120, 130)",Free,33.27823691460055
2018,dk,"[120, 130)",Paid,50.49649532710281
2018,dk,"[130, 140)",Free,32.06611570247934
2018,dk,"[130, 140)",Paid,50.97345132743363
2018,dk,"[140, 150)",Free,31.129476584022036
2018,dk,"[140, 150)",Paid,50.0
2018,dk,"[150, 160)",Free,32.31404958677686
2018,dk,"[150, 160)",Paid,47.84660766961652
2018,dk,"[160, 170)",Free,33.03030303030303
2018,dk,"[160, 170)",Paid,48.17109144542773
2018,dk,"[170, 180)",Free,33.4435261707989
2018,dk,"[170, 180)",Paid,48.023598820059
2018,dk,"[180, 190)",Free,32.672176308539946
2018,dk,"[180, 190)",Paid,48.908554572271385
2018,dk,"[190, 200)",Free,33.03030303030303
2018,dk,"[190, 200)",Paid,48.200589970501476
2018,es,"[0, 10)",Free,9.947964493419038
2018,es,"[0, 10)",Paid,56.56565656565656
2018,es,"[10, 20)",Free,18.898071625344354
2018,es,"[10, 20)",Paid,65.0137741046832
2018,es,"[20, 30)",Free,26.859504132231404
2018,es,"[20, 30)",Paid,64.0495867768595
2018,es,"[30, 40)",Free,26.088154269972453
2018,es,"[30, 40)",Paid,60.909090909090914
2018,es,"[40, 50)",Free,24.022038567493112
2018,es,"[40, 50)",Paid,59.55922865013774
2018,es,"[50, 60)",Free,22.258953168044076
2018,es,"[50, 60)",Paid,58.1267217630854
2018,es,"[60, 70)",Free,24.738292011019283
2018,es,"[60, 70)",Paid,56.50137741046832
2018,es,"[70, 80)",Free,24.903581267217632
2018,es,"[70, 80)",Paid,54.43526170798898
2018,es,"[80, 90)",Free,24.600550964187327
2018,es,"[80, 90)",Paid,54.15977961432507
2018,es,"[90, 100)",Free,25.674931129476587
2018,es,"[90, 100)",Paid,54.51790633608815
2018,es,"[100, 110)",Free,27.327823691460058
2018,es,"[100, 110)",Paid,55.36255858836504
2018,es,"[110, 120)",Free,24.738292011019283
2018,es,"[110, 120)",Paid,54.24909445528002
2018,es,"[120, 130)",Free,25.895316804407713
2018,es,"[120, 130)",Paid,54.08734602463606
2018,es,"[130, 140)",Free,25.151515151515152
2018,es,"[130, 140)",Paid,55.51820728291317
2018,es,"[140, 150)",Free,26.446280991735538
2018,es,"[140, 150)",Paid,54.25770308123249
2018,es,"[150, 160)",Free,26.418732782369148
2018,es,"[150, 160)",Paid,54.41300084057159
2018,es,"[160, 170)",Free,25.068870523415974
2018,es,"[160, 170)",Paid,53.6358511837655
2018,es,"[170, 180)",Free,28.92561983471074
2018,es,"[170, 180)",Paid,55.012780460096565
2018,es,"[180, 190)",Free,28.31955922865014
2018,es,"[180, 190)",Paid,53.90355912743973
2018,es,"[190, 200)",Free,27.300275482093667
2018,es,"[190, 200)",Paid,54.2684766214178
2018,fr,"[0, 10)",Free,8.876645240281604
2018,fr,"[0, 10)",Paid,67.79920416284054
2018,fr,"[10, 20)",Free,23.553719008264462
2018,fr,"[10, 20)",Paid,61.790633608815426
2018,fr,"[20, 30)",Free,24.655647382920108
2018,fr,"[20, 30)",Paid,65.81267217630854
2018,fr,"[30, 40)",Free,28.760330578512395
2018,fr,"[30, 40)",Paid,63.443526170798904
2018,fr,"[40, 50)",Free,30.68870523415978
2018,fr,"[40, 50)",Paid,61.8732782369146
2018,fr,"[50, 60)",Free,28.34710743801653
2018,fr,"[50, 60)",Paid,60.55096418732783
2018,fr,"[60, 70)",Free,29.366391184573004
2018,fr,"[60, 70)",Paid,57.54820936639119
2018,fr,"[70, 80)",Free,31.019283746556475
2018,fr,"[70, 80)",Paid,58.78787878787879
2018,fr,"[80, 90)",Free,35.39944903581267
2018,fr,"[80, 90)",Paid,58.099173553719005
2018,fr,"[90, 100)",Free,37.878787878787875
2018,fr,"[90, 100)",Paid,58.760330578512395
2018,fr,"[100, 110)",Free,40.60606060606061
2018,fr,"[100, 110)",Paid,59.03581267217631
2018,fr,"[110, 120)",Free,41.26721763085399
2018,fr,"[110, 120)",Paid,59.22865013774105
2018,fr,"[120, 130)",Free,40.303030303030305
2018,fr,"[120, 130)",Paid,59.27252686690549
2018,fr,"[130, 140)",Free,41.18457300275482
2018,fr,"[130, 140)",Paid,58.310249307479225
2018,fr,"[140, 150)",Free,40.88154269972451
2018,fr,"[140, 150)",Paid,56.59905529313698
2018,fr,"[150, 160)",Free,38.01652892561984
2018,fr,"[150, 160)",Paid,55.598885793871865
2018,fr,"[160, 170)",Free,37.52066115702479
2018,fr,"[160, 170)",Paid,57.15877437325906
2018,fr,"[170, 180)",Free,36.2534435261708
2018,fr,"[170, 180)",Paid,57.5208913649025
2018,fr,"[180, 190)",Free,36.91460055096419
2018,fr,"[180, 190)",Paid,57.74373259052925
2018,fr,"[190, 200)",Free,33.25068870523416
2018,fr,"[190, 200)",Paid,59.080779944289695
2018,gb,"[0, 10)",Free,3.2535297728667896
2018,gb,"[0, 10)",Paid,57.91245791245792
2018,gb,"[10, 20)",Free,7.569060773480663
2018,gb,"[10, 20)",Paid,52.86501377410468
2018,gb,"[20, 30)",Free,14.88950276243094
2018,gb,"[20, 30)",Paid,61.019283746556475
2018,gb,"[30, 40)",Free,20.414364640883978
2018,gb,"[30, 40)",Paid,57.68595041322314
2018,gb,"[40, 50)",Free,29.088397790055247
2018,gb,"[40, 50)",Paid,54.32506887052342
2018,gb,"[50, 60)",Free,28.950276243093924
2018,gb,"[50, 60)",Paid,51.404958677685954
2018,gb,"[60, 70)",Free,26.04972375690608
2018,gb,"[60, 70)",Paid,51.515151515151516
2018,gb,"[70, 80)",Free,25.441988950276244
2018,gb,"[70, 80)",Paid,51.18457300275482
2018,gb,"[80, 90)",Free,25.46961325966851
2018,gb,"[80, 90)",Paid,51.95592286501377
2018,gb,"[90, 100)",Free,24.64088397790055
2018,gb,"[90, 100)",Paid,52.837465564738295
2018,gb,"[100, 110)",Free,23.508287292817677
2018,gb,"[100, 110)",Paid,52.53443526170799
2018,gb,"[110, 120)",Free,23.535911602209943
2018,gb,"[110, 120)",Paid,54.82093663911846
2018,gb,"[120, 130)",Free,23.45303867403315
2018,gb,"[120, 130)",Paid,54.29752066115703
2018,gb,"[130, 140)",Free,24.723756906077348
2018,gb,"[130, 140)",Paid,54.82093663911846
2018,gb,"[140, 150)",Free,25.828729281767952
2018,gb,"[140, 150)",Paid,56.19834710743802
2018,gb,"[150, 160)",Free,25.276243093922652
2018,gb,"[150, 160)",Paid,53.71900826446281
2018,gb,"[160, 170)",Free,26.933701657458563
2018,gb,"[160, 170)",Paid,52.066115702479344
2018,gb,"[170, 180)",Free,28.314917127071826
2018,gb,"[170, 180)",Paid,55.17906336088154
2018,gb,"[180, 190)",Free,30.027624309392266
2018,gb,"[180, 190)",Paid,54.3801652892562
2018,gb,"[190, 200)",Free,30.055248618784532
2018,gb,"[190, 200)",Paid,54.6831955922865
2018,it,"[0, 10)",Free,16.345270890725434
2018,it,"[0, 10)",Paid,58.64707682889501
2018,it,"[10, 20)",Free,24.049586776859506
2018,it,"[10, 20)",Paid,60.578512396694215
2018,it,"[20, 30)",Free,22.506887052341597
2018,it,"[20, 30)",Paid,62.03856749311295
2018,it,"[30, 40)",Free,25.757575757575758
2018,it,"[30, 40)",Paid,59.641873278236915
2018,it,"[40, 50)",Free,26.225895316804408
2018,it,"[40, 50)",Paid,56.83195592286502
2018,it,"[50, 60)",Free,22.75482093663912
2018,it,"[50, 60)",Paid,54.187327823691454
2018,it,"[60, 70)",Free,24.903581267217632
2018,it,"[60, 70)",Paid,55.26170798898071
2018,it,"[70, 80)",Free,23.333333333333332
2018,it,"[70, 80)",Paid,53.66391184573003
2018,it,"[80, 90)",Free,25.702479338842977
2018,it,"[80, 90)",Paid,53.03030303030303
2018,it,"[90, 100)",Free,24.655647382920108
2018,it,"[90, 100)",Paid,53.168044077134994
2018,it,"[100, 110)",Free,22.975206611570247
2018,it,"[100, 110)",Paid,53.608815426997246
2018,it,"[110, 120)",Free,25.564738292011018
2018,it,"[110, 120)",Paid,53.553719008264466
2018,it,"[120, 130)",Free,25.426997245179063
2018,it,"[120, 130)",Paid,53.30578512396694
2018,it,"[130, 140)",Free,26.72176308539945
2018,it,"[130, 140)",Paid,52.911951421473916
2018,it,"[140, 150)",Free,26.446280991735538
2018,it,"[140, 150)",Paid,53.3462926964732
2018,it,"[150, 160)",Free,24.986225895316807
2018,it,"[150, 160)",Paid,51.58774373259053
2018,it,"[160, 170)",Free,27.493112947658403
2018,it,"[160, 170)",Paid,53.816155988857936
2018,it,"[170, 180)",Free,28.20936639118457
2018,it,"[170, 180)",Paid,53.56545961002786
2018,it,"[180, 190)",Free,29.559228650137744
2018,it,"[180, 190)",Paid,53.97933538117844
2018,it,"[190, 200)",Free,27.603305785123965
2018,it,"[190, 200)",Paid,52.932882120699375
2018,jp,"[0, 10)",Free,10.86623813896541
2018,jp,"[0, 10)",Paid,46.464646464646464
2018,jp,"[10, 20)",Free,21.294765840220386
2018,jp,"[10, 20)",Paid,42.92011019283746
2018,jp,"[20, 30)",Free,12.865013774104684
2018,jp,"[20, 30)",Paid,47.43801652892562
2018,jp,"[30, 40)",Free,15.261707988980715
2018,jp,"[30, 40)",Paid,44.269972451790636
2018,jp,"[40, 50)",Free,20.19283746556474
2018,jp,"[40, 50)",Paid,44.15977961432507
2018,jp,"[50, 60)",Free,19.28374655647383
2018,jp,"[50, 60)",Paid,40.82644628099173
2018,jp,"[60, 70)",Free,21.928374655647385
2018,jp,"[60, 70)",Paid,42.09366391184573
2018,jp,"[70, 80)",Free,20.303030303030305
2018,jp,"[70, 80)",Paid,42.2038567493113
2018,jp,"[80, 90)",Free,18.787878787878785
2018,jp,"[80, 90)",Paid,42.36914600550964
2018,jp,"[90, 100)",Free,17.16253443526171
2018,jp,"[90, 100)",Paid,41.18457300275482
2018,jp,"[100, 110)",Free,19.641873278236915
2018,jp,"[100, 110)",Paid,43.96694214876033
2018,jp,"[110, 120)",Free,20.275482093663914
2018,jp,"[110, 120)",Paid,42.42424242424242
2018,jp,"[120, 130)",Free,19.53168044077135
2018,jp,"[120, 130)",Paid,42.672176308539946
2018,jp,"[130, 140)",Free,20.440771349862256
2018,jp,"[130, 140)",Paid,44.71074380165289
2018,jp,"[140, 150)",Free,22.03856749311295
2018,jp,"[140, 150)",Paid,42.75482093663912
2018,jp,"[150, 160)",Free,21.70798898071625
2018,jp,"[150, 160)",Paid,42.8099173553719
2018,jp,"[160, 170)",Free,24.269972451790633
2018,jp,"[160, 170)",Paid,41.40495867768595
2018,jp,"[170, 180)",Free,24.600550964187327
2018,jp,"[170, 180)",Paid,42.396694214876035
2018,jp,"[180, 190)",Free,24.820936639118457
2018,jp,"[180, 190)",Paid,42.011019283746556
2018,jp,"[190, 200)",Free,23.774104683195592
2018,jp,"[190, 200)",Paid,42.09366391184573
2018,no,"[0, 10)",Free,6.458524640342822
2018,no,"[0, 10)",Paid,79.95102540557086
2018,no,"[10, 20)",Free,11.15702479338843
2018,no,"[10, 20)",Paid,80.05509641873279
2018,no,"[20, 30)",Free,18.650137741046834
2018,no,"[20, 30)",Paid,73.63636363636363
2018,no,"[30, 40)",Free,22.09366391184573
2018,no,"[30, 40)",Paid,68.87052341597796
2018,no,"[40, 50)",Free,27.630853994490355
2018,no,"[40, 50)",Paid,68.79823594266814
2018,no,"[50, 60)",Free,30.220385674931126
2018,no,"[50, 60)",Paid,62.80300919476177
2018,no,"[60, 70)",Free,30.137741046831955
2018,no,"[60, 70)",Paid,58.15642458100558
2018,no,"[70, 80)",Free,29.641873278236915
2018,no,"[70, 80)",Paid,59.6927374301676
2018,no,"[80, 90)",Free,31.65289256198347
2018,no,"[80, 90)",Paid,60.167597765363126
2018,no,"[90, 100)",Free,32.25895316804407
2018,no,"[90, 100)",Paid,61.340782122905026
2018,no,"[100, 110)",Free,32.61707988980716
2018,no,"[100, 110)",Paid,58.49162011173185
2018,no,"[110, 120)",Free,33.80165289256198
2018,no,"[110, 120)",Paid,59.16334661354582
2018,no,"[120, 130)",Free,31.928374655647385
2018,no,"[120, 130)",Paid,58.27470174365249
2018,no,"[130, 140)",Free,30.082644628099175
2018,no,"[130, 140)",Paid,58.174486803519066
2018,no,"[140, 150)",Free,30.74380165289256
2018,no,"[140, 150)",Paid,57.718472004186296
2018,no,"[150, 160)",Free,29.80716253443526
2018,no,"[150, 160)",Paid,54.59610027855153
2018,no,"[160, 170)",Free,30.385674931129476
2018,no,"[160, 170)",Paid,55.55555555555556
2018,no,"[170, 180)",Free,31.790633608815426
2018,no,"[170, 180)",Paid,48.333333333333336
2018,no,"[180, 190)",Free,29.77961432506887
2018,no,"[180, 190)",Paid,64.0
2018,no,"[190, 200)",Free,32.14876033057851
2018,no,"[190, 200)",Paid,48.0
2018,pl,"[0, 10)",Free,15.947352310988675
2018,pl,"[0, 10)",Paid,69.76672805402087
2018,pl,"[10, 20)",Free,19.03581267217631
2018,pl,"[10, 20)",Paid,71.16022099447514
2018,pl,"[20, 30)",Free,21.542699724517906
2018,pl,"[20, 30)",Paid,68.25966850828729
2018,pl,"[30, 40)",Free,24.738292011019283
2018,pl,"[30, 40)",Paid,68.20441988950276
2018,pl,"[40, 50)",Free,25.647382920110196
2018,pl,"[40, 50)",Paid,66.93370165745857
2018,pl,"[50, 60)",Free,21.928374655647385
2018,pl,"[50, 60)",Paid,65.69060773480663
2018,pl,"[60, 70)",Free,24.738292011019283
2018,pl,"[60, 70)",Paid,60.469613259668506
2018,pl,"[70, 80)",Free,26.969696969696972
2018,pl,"[70, 80)",Paid,58.45303867403315
2018,pl,"[80, 90)",Free,27.46556473829201
2018,pl,"[80, 90)",Paid,58.99419729206963
2018,pl,"[90, 100)",Free,27.90633608815427
2018,pl,"[90, 100)",Paid,65.03340757238307
2018,pl,"[100, 110)",Free,27.107438016528924
2018,pl,"[100, 110)",Paid,65.96100278551532
2018,pl,"[110, 120)",Free,27.713498622589533
2018,pl,"[110, 120)",Paid,63.147632311977716
2018,pl,"[120, 130)",Free,28.539944903581265
2018,pl,"[120, 130)",Paid,61.8941504178273
2018,pl,"[130, 140)",Free,27.493112947658403
2018,pl,"[130, 140)",Paid,62.869080779944284
2018,pl,"[140, 150)",Free,28.539944903581265
2018,pl,"[140, 150)",Paid,62.49302844394868
2018,pl,"[150, 160)",Free,28.34710743801653
2018,pl,"[150, 160)",Paid,61.6252821670429
2018,pl,"[160, 170)",Free,29.03581267217631
2018,pl,"[160, 170)",Paid,62.66057664858693
2018,pl,"[170, 180)",Free,30.165289256198346
2018,pl,"[170, 180)",Paid,60.74683916495148
2018,pl,"[180, 190)",Free,28.92561983471074
2018,pl,"[180, 190)",Paid,62.48339973439575
2018,pl,"[190, 200)",Free,29.75206611570248
2018,pl,"[190, 200)",Paid,63.24823943661971
2018,us,"[0, 10)",Free,4.009794918885827
2018,us,"[0, 10)",Paid,74.83930211202939
2018,us,"[10, 20)",Free,15.123966942148762
2018,us,"[10, 20)",Paid,67.52066115702479
2018,us,"[20, 30)",Free,17.575757575757574
2018,us,"[20, 30)",Paid,55.53719008264463
2018,us,"[30, 40)",Free,23.03030303030303
2018,us,"[30, 40)",Paid,51.81818181818182
2018,us,"[40, 50)",Free,31.62534435261708
2018,us,"[40, 50)",Paid,46.887052341597794
2018,us,"[50, 60)",Free,36.00550964187328
2018,us,"[50, 60)",Paid,47.68595041322314
2018,us,"[60, 70)",Free,34.02203856749311
2018,us,"[60, 70)",Paid,47.05234159779614
2018,us,"[70, 80)",Free,36.36363636363637
2018,us,"[70, 80)",Paid,47.71349862258953
2018,us,"[80, 90)",Free,31.928374655647385
2018,us,"[80, 90)",Paid,48.925619834710744
2018,us,"[90, 100)",Free,35.01377410468319
2018,us,"[90, 100)",Paid,47.74104683195593
2018,us,"[100, 110)",Free,30.55096418732782
2018,us,"[100, 110)",Paid,48.56749311294766
2018,us,"[110, 120)",Free,30.71625344352617
2018,us,"[110, 120)",Paid,47.24517906336088
2018,us,"[120, 130)",Free,31.790633608815426
2018,us,"[120, 130)",Paid,46.44628099173554
2018,us,"[130, 140)",Free,31.790633608815426
2018,us,"[130, 140)",Paid,47.13498622589532
2018,us,"[140, 150)",Free,31.37741046831956
2018,us,"[140, 150)",Paid,48.374655647382916
2018,us,"[150, 160)",Free,30.991735537190085
2018,us,"[150, 160)",Paid,48.319559228650135
2018,us,"[160, 170)",Free,32.58953168044077
2018,us,"[160, 170)",Paid,48.15426997245179
2018,us,"[170, 180)",Free,32.451790633608816
2018,us,"[170, 180)",Paid,49.44903581267218
2018,us,"[180, 190)",Free,31.239669421487605
2018,us,"[180, 190)",Paid,48.705234159779614
2018,us,"[190, 200)",Free,30.275482093663914
2018,us,"[190, 200)",Paid,47.823691460055095
2019,be,"[0, 10)",Free,4.779299847792998
2019,be,"[0, 10)",Paid,42.49619482496195
2019,be,"[10, 20)",Free,7.9452054794520555
2019,be,"[10, 20)",Paid,59.83561643835616
2019,be,"[20, 30)",Free,17.068493150684933
2019,be,"[20, 30)",Paid,50.84931506849315
2019,be,"[30, 40)",Free,19.863013698630137
2019,be,"[30, 40)",Paid,47.534246575342465
2019,be,"[40, 50)",Free,20.465753424657535
2019,be,"[40, 50)",Paid,43.36986301369863
2019,be,"[50, 60)",Free,20.52054794520548
2019,be,"[50, 60)",Paid,41.342465753424655
2019,be,"[60, 70)",Free,18.84931506849315
2019,be,"[60, 70)",Paid,39.47945205479452
2019,be,"[70, 80)",Free,21.506849315068493
2019,be,"[70, 80)",Paid,39.58904109589041
2019,be,"[80, 90)",Free,21.06849315068493
2019,be,"[80, 90)",Paid,37.17808219178082
2019,be,"[90, 100)",Free,22.65753424657534
2019,be,"[90, 100)",Paid,37.97260273972603
2019,be,"[100, 110)",Free,23.123287671232877
2019,be,"[100, 110)",Paid,37.945205479452056
2019,be,"[110, 120)",Free,24.383561643835616
2019,be,"[110, 120)",Paid,38.54794520547945
2019,be,"[120, 130)",Free,23.945205479452056
2019,be,"[120, 130)",Paid,38.109589041095894
2019,be,"[130, 140)",Free,22.465753424657535
2019,be,"[130, 140)",Paid,40.41095890410959
2019,be,"[140, 150)",Free,24.849315068493148
2019,be,"[140, 150)",Paid,39.534246575342465
2019,be,"[150, 160)",Free,22.21917808219178
2019,be,"[150, 160)",Paid,41.726027397260275
2019,be,"[160, 170)",Free,23.15068493150685
2019,be,"[160, 170)",Paid,41.94520547945205
2019,be,"[170, 180)",Free,22.246575342465754
2019,be,"[170, 180)",Paid,39.726027397260275
2019,be,"[180, 190)",Free,24.273972602739725
2019,be,"[180, 190)",Paid,42.465753424657535
2019,be,"[190, 200)",Free,24.52054794520548
2019,be,"[190, 200)",Paid,42.71232876712329
2019,ch,"[0, 10)",Free,1.7351598173515983
2019,ch,"[0, 10)",Paid,11.263318112633181
2019,ch,"[10, 20)",Free,3.534246575342466
2019,ch,"[10, 20)",Paid,34.16438356164384
2019,ch,"[20, 30)",Free,11.643835616438356
2019,ch,"[20, 30)",Paid,50.68493150684932
2019,ch,"[30, 40)",Free,16.95890410958904
2019,ch,"[30, 40)",Paid,49.67123287671233
2019,ch,"[40, 50)",Free,19.616438356164384
2019,ch,"[40, 50)",Paid,51.61643835616439
2019,ch,"[50, 60)",Free,21.89041095890411
2019,ch,"[50, 60)",Paid,49.75342465753425
2019,ch,"[60, 70)",Free,22.164383561643834
2019,ch,"[60, 70)",Paid,46.21917808219178
2019,ch,"[70, 80)",Free,21.04109589041096
2019,ch,"[70, 80)",Paid,48.0
2019,ch,"[80, 90)",Free,19.6986301369863
2019,ch,"[80, 90)",Paid,49.78082191780822
2019,ch,"[90, 100)",Free,18.684931506849313
2019,ch,"[90, 100)",Paid,49.534246575342465
2019,ch,"[100, 110)",Free,15.479452054794521
2019,ch,"[100, 110)",Paid,48.40571742715778
2019,ch,"[110, 120)",Free,15.890410958904111
2019,ch,"[110, 120)",Paid,47.86703601108033
2019,ch,"[120, 130)",Free,17.452054794520546
2019,ch,"[120, 130)",Paid,46.54070575159766
2019,ch,"[130, 140)",Free,16.547945205479454
2019,ch,"[130, 140)",Paid,48.83654937570942
2019,ch,"[140, 150)",Free,17.698630136986303
2019,ch,"[140, 150)",Paid,47.391304347826086
2019,ch,"[150, 160)",Free,16.575342465753426
2019,ch,"[150, 160)",Paid,48.721759809750296
2019,ch,"[160, 170)",Free,19.835616438356166
2019,ch,"[160, 170)",Paid,48.98214844973379
2019,ch,"[170, 180)",Free,19.013698630136986
2019,ch,"[170, 180)",Paid,48.965763195435095
2019,ch,"[180, 190)",Free,20.904109589041095
2019,ch,"[180, 190)",Paid,50.68550062318239
2019,ch,"[190, 200)",Free,20.602739726027398
2019,ch,"[190, 200)",Paid,50.676378772112386
2019,de,"[0, 10)",Free,4.779299847792998
2019,de,"[0, 10)",Paid,26.118721461187217
2019,de,"[10, 20)",Free,5.808219178082192
2019,de,"[10, 20)",Paid,50.57534246575342
2019,de,"[20, 30)",Free,9.068493150684931
2019,de,"[20, 30)",Paid,43.36986301369863
2019,de,"[30, 40)",Free,14.54794520547945
2019,de,"[30, 40)",Paid,48.35616438356165
2019,de,"[40, 50)",Free,16.52054794520548
2019,de,"[40, 50)",Paid,48.6027397260274
2019,de,"[50, 60)",Free,12.630136986301368
2019,de,"[50, 60)",Paid,48.87671232876713
2019,de,"[60, 70)",Free,14.000000000000002
2019,de,"[60, 70)",Paid,48.95890410958904
2019,de,"[70, 80)",Free,13.863013698630136
2019,de,"[70, 80)",Paid,47.150684931506845
2019,de,"[80, 90)",Free,13.315068493150687
2019,de,"[80, 90)",Paid,46.38356164383562
2019,de,"[90, 100)",Free,13.917808219178083
2019,de,"[90, 100)",Paid,46.93150684931507
2019,de,"[100, 110)",Free,15.178082191780822
2019,de,"[100, 110)",Paid,45.534246575342465
2019,de,"[110, 120)",Free,17.17808219178082
2019,de,"[110, 120)",Paid,46.54794520547945
2019,de,"[120, 130)",Free,19.616438356164384
2019,de,"[120, 130)",Paid,47.23287671232877
2019,de,"[130, 140)",Free,19.17808219178082
2019,de,"[130, 140)",Paid,46.136986301369866
2019,de,"[140, 150)",Free,22.273972602739725
2019,de,"[140, 150)",Paid,47.42465753424657
2019,de,"[150, 160)",Free,23.068493150684933
2019,de,"[150, 160)",Paid,49.397260273972606
2019,de,"[160, 170)",Free,21.80821917808219
2019,de,"[160, 170)",Paid,47.31506849315068
2019,de,"[170, 180)",Free,19.835616438356166
2019,de,"[170, 180)",Paid,47.397260273972606
2019,de,"[180, 190)",Free,19.342465753424655
2019,de,"[180, 190)",Paid,46.76712328767123
2019,de,"[190, 200)",Free,18.794520547945208
2019,de,"[190, 200)",Paid,46.76712328767123
2019,dk,"[0, 10)",Free,13.850837138508371
2019,dk,"[0, 10)",Paid,43.044140030441405
2019,dk,"[10, 20)",Free,12.657534246575342
2019,dk,"[10, 20)",Paid,61.26027397260274
2019,dk,"[20, 30)",Free,21.36986301369863
2019,dk,"[20, 30)",Paid,53.04109589041096
2019,dk,"[30, 40)",Free,19.342465753424655
2019,dk,"[30, 40)",Paid,48.19178082191781
2019,dk,"[40, 50)",Free,18.21917808219178
2019,dk,"[40, 50)",Paid,42.74746366876885
2019,dk,"[50, 60)",Free,19.397260273972602
2019,dk,"[50, 60)",Paid,42.55494505494505
2019,dk,"[60, 70)",Free,20.465753424657535
2019,dk,"[60, 70)",Paid,40.19230769230769
2019,dk,"[70, 80)",Free,22.602739726027394
2019,dk,"[70, 80)",Paid,38.37912087912088
2019,dk,"[80, 90)",Free,23.45205479452055
2019,dk,"[80, 90)",Paid,36.62087912087912
2019,dk,"[90, 100)",Free,24.794520547945208
2019,dk,"[90, 100)",Paid,37.99450549450549
2019,dk,"[100, 110)",Free,24.3013698630137
2019,dk,"[100, 110)",Paid,38.04377944028817
2019,dk,"[110, 120)",Free,25.260273972602736
2019,dk,"[110, 120)",Paid,36.51810584958217
2019,dk,"[120, 130)",Free,26.986301369863014
2019,dk,"[120, 130)",Paid,37.57660167130919
2019,dk,"[130, 140)",Free,27.89041095890411
2019,dk,"[130, 140)",Paid,39.24791086350975
2019,dk,"[140, 150)",Free,28.73972602739726
2019,dk,"[140, 150)",Paid,40.05571030640668
2019,dk,"[150, 160)",Free,26.876712328767123
2019,dk,"[150, 160)",Paid,40.08356545961003
2019,dk,"[160, 170)",Free,26.958904109589042
2019,dk,"[160, 170)",Paid,40.779944289693596
2019,dk,"[170, 180)",Free,28.191780821917806
